latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
1.34540185,103.69580535,1243.9687,0.9031,"POLYGON((103.69539 1.34551, 103.6953764 1.3453924, 103.6957159 1.3453527, 103.6962207 1.3452937, 103.6962343 1.3454113, 103.69539 1.34551))",6PH58MWW+5875
1.34373095,103.6927519,998.3312,0.7449,"POLYGON((103.69279938941 1.34352840066071, 103.692805069184 1.34358301011068, 103.692844150529 1.343578892693, 103.692868914112 1.34381698773675, 103.692892476459 1.34381450532598, 103.69290271396 1.343912936121, 103.692829391886 1.34392066096319, 103.692826277889 1.34389072071225, 103.692622403409 1.34391219988351, 103.692615279916 1.34384370934763, 103.692669023157 1.34383804723514, 103.692644259593 1.34359995220853, 103.692590516362 1.34360561432511, 103.692587351372 1.34357518379793, 103.692612197763 1.34357256610624, 103.692609682983 1.34354838718408, 103.69279938941 1.34352840066071))",6PH58MVV+F4R6
1.34756014,103.6930971,82.4013,0.7165,"POLYGON((103.693070802276 1.34762071051247, 103.693034042729 1.3475786348391, 103.693123394691 1.34749956079944, 103.69316015424 1.34754163647105, 103.693070802276 1.34762071051247))",6PH58MXV+26HC
1.34472655,103.69220177,88.3524,0.7262,"POLYGON((103.692269942195 1.34474591379978, 103.692236316929 1.34478878637017, 103.692133600596 1.34470718123525, 103.692167225861 1.34466430866722, 103.692269942195 1.34474591379978))",6PH58MVR+VVW3
1.3519949,103.68502591,548.3218,0.9093,"POLYGON((103.685227090134 1.35189351649875, 103.68488864625 1.35217431461823, 103.684824728423 1.35209627705813, 103.685163172287 1.3518154789433, 103.685227090134 1.35189351649875))",6PH59M2P+Q2RQ
1.33958589,103.69169431,26.9775,0.711,"POLYGON((103.691699290341 1.33961865466603, 103.691661738902 1.33959070221925, 103.691689346557 1.33955313319758, 103.691726897996 1.33958108564407, 103.691699290341 1.33961865466603))",6PH58MQR+RMPC
1.34441483,103.69047573,515.0445,0.9245,"POLYGON((103.690479519142 1.34417877655988, 103.690516223764 1.3444998543864, 103.690548034273 1.34449617078378, 103.690551531109 1.34452675975607, 103.690574462391 1.34452410435264, 103.690586403823 1.34462856340861, 103.690505030229 1.34463798632645, 103.690495520434 1.34455479825827, 103.690435768033 1.34456171747863, 103.690393134961 1.34418877970876, 103.690479519142 1.34417877655988))",6PH58MVR+Q59C
1.3408771,103.6976096,65.7,0.6798,"POLYGON((103.6975887 1.3409363, 103.6975544 1.3409063, 103.6976305 1.3408179, 103.6976648 1.3408479, 103.6975887 1.3409363))",6PH58MRX+9254
1.34458323,103.6829164,685.8049,0.6635,"POLYGON((103.6830964 1.3444522, 103.683115 1.3444717, 103.6827938 1.3447826, 103.6827584 1.3447455, 103.6827162 1.3447863, 103.6826675 1.3447354, 103.6827339 1.3446711, 103.6827463 1.344684, 103.6827797 1.3446516, 103.6828161 1.3446897, 103.682839 1.3446675, 103.6827987 1.3446254, 103.6830588 1.3443737, 103.6830376 1.3443515, 103.6830494 1.3443401, 103.6831276 1.344422, 103.6830964 1.3444522))",6PH58MVM+R5M7
1.34013684,103.68416818,56.8055,0.6853,"POLYGON((103.684208193519 1.34017880285326, 103.684168887005 1.34019500060696, 103.684128152737 1.34009487087541, 103.684167459248 1.34007867312108, 103.684208193519 1.34017880285326))",6PH58MRM+3M3F
1.3431094,103.68260808,50.4098,0.711,"POLYGON((103.682647882234 1.34313114790222, 103.682592993082 1.34315238331013, 103.682568269755 1.34308765039039, 103.682623158904 1.34306641498202, 103.682647882234 1.34313114790222))",6PH58MVM+62X7
1.34621749,103.69856421,87.1844,0.8198,"POLYGON((103.698621392146 1.34618077032728, 103.698554946797 1.34628512386358, 103.698507034044 1.34625422092423, 103.698573479392 1.34614986739034, 103.698621392146 1.34618077032728))",6PH58MWX+FCPJ
1.34572025,103.68415251,778.9881,0.9098,"POLYGON((103.684153124037 1.3459727792487, 103.684057501363 1.34594674152923, 103.684065711958 1.34591619767001, 103.684022018914 1.3459043002069, 103.684049010186 1.34580389120277, 103.684092703229 1.34581578866379, 103.684104489682 1.34577194240376, 103.684060796639 1.34576004494376, 103.684088939938 1.34565535029794, 103.684132632981 1.34566724775587, 103.684145545797 1.345619211347, 103.684101852754 1.34560731389011, 103.684129783024 1.34550341168727, 103.684173476065 1.34551530914214, 103.684184624545 1.34547383615128, 103.684280247211 1.34549987384796, 103.684153124037 1.3459727792487))",6PH58MWM+7MJX
1.35204285,103.68220559,43.9536,0.7071,"POLYGON((103.682181558942 1.3520880592923, 103.682157409118 1.35205950990793, 103.682229620614 1.35199763526044, 103.682253770442 1.35202618464615, 103.682181558942 1.3520880592923))",6PH59M2J+RV8P
1.34495742,103.69406652,169.4961,0.8144,"POLYGON((103.694048536681 1.34491920389923, 103.694071238209 1.34488997892741, 103.6941536137 1.34495479618743, 103.694089592843 1.34503721388725, 103.693974857776 1.34494693444365, 103.694016177101 1.34489374172065, 103.694048536681 1.34491920389923))",6PH58MVV+XJP6
1.34250292,103.69863762,505.7785,0.8718,"POLYGON((103.6989172676 1.34268607586739, 103.698879335924 1.34273439163507, 103.698357969105 1.34231977273564, 103.69839590077 1.34227145697845, 103.6989172676 1.34268607586739))",6PH58MVX+2F23
1.3445874,103.6918814,485.2625,0.9424,"POLYGON((103.691843577379 1.34449124569478, 103.691820625178 1.34452142823903, 103.691844271907 1.3445396433327, 103.691867224109 1.34450946078854, 103.69206532338 1.34466205680087, 103.692002199646 1.34474506560431, 103.691695365555 1.34450871105394, 103.691758489277 1.34442570226268, 103.691843577379 1.34449124569478))",6PH58MVR+RQJC
1.3531724,103.69255582,28.792,0.7096,"POLYGON((103.692588895704 1.35318320514213, 103.692535914281 1.35320109776348, 103.692522740124 1.35316158283534, 103.692575721546 1.35314369021318, 103.692588895704 1.35318320514213))",6PH59M3V+727X
1.3469568,103.68266157,120.1135,0.6906,"POLYGON((103.682766097372 1.34693802931595, 103.682764018038 1.34698488250969, 103.682557034563 1.34697557759823, 103.682559113901 1.34692872440752, 103.682766097372 1.34693802931595))",6PH58MWM+Q3M6
1.35061691,103.68781808,54.4559,0.755,"POLYGON((103.687860370452 1.35063962599766, 103.687783707119 1.35065053064273, 103.687775795747 1.35059419053723, 103.687852459078 1.35058328589094, 103.687860370452 1.35063962599766))",6PH59M2Q+64WJ
1.34590252,103.69784373,131.3162,0.6639,"POLYGON((103.6978867 1.3459751, 103.6978181 1.3459829, 103.6978008 1.3458299, 103.6978693 1.3458221, 103.6978867 1.3459751))",6PH58MWX+9485
1.33841773,103.69167945,227.2637,0.8326,"POLYGON((103.691774647366 1.33838173044945, 103.691659190134 1.33852242358426, 103.691593137211 1.33846751574728, 103.691614013599 1.33844207633534, 103.691599814439 1.33843027299387, 103.691694395278 1.3383150192763, 103.691774647366 1.33838173044945))",6PH58MQR+9M7P
1.35139221,103.68415791,3316.5927,0.9285,"POLYGON((103.68453563403 1.35151719596891, 103.684256319043 1.35177994147062, 103.683780182474 1.35126722193573, 103.684059497345 1.35100447648035, 103.68453563403 1.35151719596891))",6PH59M2M+HM3J
1.35307285,103.68873816,100.4905,0.6577,"POLYGON((103.688638631644 1.35293503095207, 103.688856000034 1.35319518735592, 103.688837695091 1.35321067976513, 103.688620326703 1.35295052336146, 103.688638631644 1.35293503095207))",6PH59M3Q+6FHW
1.34548542,103.69392337,122.9341,0.7377,"POLYGON((103.694002675983 1.3455175253673, 103.69386985548 1.34553233180157, 103.693860384121 1.34544626840991, 103.693963702544 1.34543475077692, 103.693969693939 1.34548919275645, 103.693999196015 1.34548590395191, 103.694002675983 1.3455175253673))",6PH58MWV+5HVG
1.34977888,103.69860159,228.0434,0.9244,"POLYGON((103.698705868293 1.34981347084291, 103.698507735672 1.34983621446448, 103.698497319421 1.34974429704192, 103.698695452033 1.34972155341461, 103.698705868293 1.34981347084291))",6PH58MXX+WC93
1.34275243,103.69682075,783.8452,0.7255,"POLYGON((103.696866934347 1.34269151439964, 103.696853967648 1.34270893668923, 103.696941838229 1.34277518277055, 103.69695480493 1.34275776047854, 103.697040579627 1.34282242645594, 103.696947016851 1.342948139068, 103.696770840752 1.34281531899564, 103.696781636464 1.34280081368648, 103.6966017558 1.3426652007127, 103.696684522846 1.34255399343076, 103.696866934347 1.34269151439964))",6PH58MVW+4P43
1.34764557,103.69415602,54.6145,0.8492,"POLYGON((103.694205100929 1.34763548723147, 103.694140965439 1.34769366567624, 103.694106925224 1.34765565379796, 103.694171060713 1.34759747535399, 103.694205100929 1.34763548723147))",6PH58MXV+3M2X
1.35339436,103.68441907,6.4739,0.6543,"POLYGON((103.684432255432 1.35338493402442, 103.684429560768 1.35340673168515, 103.684405899514 1.35340376875754, 103.684408594178 1.35338197109703, 103.684432255432 1.35338493402442))",6PH59M3M+9Q3M
1.3559681,103.69765256,42.6413,0.6727,"POLYGON((103.6976848977 1.35594179554048, 103.69768267973 1.35599694109516, 103.697620225878 1.35599439665449, 103.69762244385 1.35593925110075, 103.6976848977 1.35594179554048))",6PH59M4X+93JQ
1.35384779,103.68724682,371.403,0.7677,"POLYGON((103.687271941563 1.35372360671262, 103.687259011648 1.35384465572328, 103.687372351813 1.35385691900666, 103.687362864423 1.35394573931584, 103.687155959351 1.35392335239941, 103.687172671877 1.35376689093858, 103.687178376665 1.3537134830927, 103.687271941563 1.35372360671262))",6PH59M3P+GVQX
1.35063839,103.69765464,198.4379,0.7132,"POLYGON((103.6976875 1.3505346, 103.697705 1.3507029, 103.6976683 1.3507068, 103.6976734 1.3507562, 103.6976289 1.3507609, 103.6976062 1.3505432, 103.6976875 1.3505346))",6PH59M2X+732H
1.34035795,103.68604606,58.4309,0.8268,"POLYGON((103.686055703408 1.34029175704931, 103.686072849209 1.34041918537255, 103.686036421516 1.34042415034377, 103.686019275717 1.34029672202189, 103.686055703408 1.34029175704931))",6PH58MRP+4CV7
1.34622328,103.68811375,52.6238,0.8504,"POLYGON((103.688159604437 1.34623016552648, 103.688115179699 1.3462699182477, 103.688067898767 1.34621639588592, 103.688112323504 1.34617664316517, 103.688159604437 1.34623016552648))",6PH58MWQ+F6QW
1.34541188,103.69403586,103.839,0.8469,"POLYGON((103.694086831987 1.34545194425483, 103.693992620698 1.3454602963086, 103.693984877006 1.34537181545321, 103.69407908829 1.34536346339643, 103.694086831987 1.34545194425483))",6PH58MWV+5J7C
1.339429,103.69845849,176.0033,0.6799,"POLYGON((103.698506521019 1.33930967137083, 103.698466423884 1.33955749631301, 103.69841045367 1.33954832315037, 103.698450550804 1.33930049821393, 103.698506521019 1.33930967137083))",6PH58MQX+Q9G4
1.34473286,103.69412557,42.6845,0.7423,"POLYGON((103.6941653 1.3447121, 103.6941227 1.3447778, 103.6940858 1.3447536, 103.6941285 1.3446879, 103.6941653 1.3447121))",6PH58MVV+VMR6
1.341796,103.69695115,70.4441,0.858,"POLYGON((103.697005090845 1.34180181245284, 103.69696033709 1.3418498128581, 103.696897203698 1.34179018674198, 103.696941957451 1.34174218633809, 103.697005090845 1.34180181245284))",6PH58MRW+PQ8V
1.34733309,103.69462392,10.9806,0.71,"POLYGON((103.69463992214 1.34731860932252, 103.694642465275 1.34734407766383, 103.694607934317 1.3473475704196, 103.694605391182 1.34732210207859, 103.69463992214 1.34731860932252))",6PH58MWV+WRQ9
1.35400395,103.69814212,97.9427,0.8321,"POLYGON((103.698212709879 1.35397090535739, 103.69810974604 1.35407520386823, 103.698071516057 1.35403697432114, 103.698174479895 1.35393267581333, 103.698212709879 1.35397090535739))",6PH59M3X+J724
1.34661581,103.68071714,27530.5893,0.8831,"POLYGON((103.6813846 1.3472673, 103.6813838 1.3474214, 103.6813586 1.3474213, 103.6813585 1.3474527, 103.6812556 1.3474522, 103.6811964 1.3474519, 103.6811953 1.3476092, 103.681165 1.347609, 103.6811641 1.3477064, 103.681162 1.3477064, 103.6811617 1.3477461, 103.6811263 1.3477458, 103.6811255 1.3477735, 103.6811061 1.347773, 103.6811059 1.3477928, 103.6811048 1.3477928, 103.6811046 1.3477974, 103.681042 1.3477947, 103.6810419 1.3478115, 103.6809785 1.347811, 103.6809784 1.3478207, 103.6807999 1.3478191, 103.6807999 1.3478172, 103.6807806 1.3478166, 103.6807807 1.3478128, 103.6807303 1.3478106, 103.680731 1.3477954, 103.6807143 1.3477949, 103.680716 1.3477331, 103.680633 1.3477323, 103.6806338 1.3476403, 103.6805933 1.34764, 103.6805945 1.3474991, 103.680566 1.3474988, 103.6805657 1.3475345, 103.6804434 1.3475335, 103.6804432 1.3475696, 103.6804211 1.3475695, 103.68042 1.3475901, 103.6801136 1.3475889, 103.6801136 1.3475874, 103.6800873 1.3475872, 103.6800878 1.3475303, 103.6800491 1.3475299, 103.6800491 1.3475251, 103.6800464 1.3475251, 103.6800465 1.3474966, 103.680029 1.3474965, 103.680028 1.3476101, 103.6799579 1.3476095, 103.6799581 1.3475883, 103.6798868 1.347588, 103.6798868 1.3475854, 103.6798636 1.3475852, 103.6798638 1.3475672, 103.6798347 1.3475671, 103.6798349 1.347528, 103.6797439 1.3475272, 103.6797446 1.3474457, 103.679733 1.3474448, 103.6797335 1.3473513, 103.6797454 1.3473514, 103.6797461 1.3472708, 103.6797525 1.3472709, 103.6797525 1.3472692, 103.6797993 1.3472694, 103.6797994 1.3472596, 103.6798667 1.34726, 103.6798668 1.3472376, 103.6798765 1.3472377, 103.6798765 1.3472342, 103.6799051 1.3472344, 103.6799052 1.3472074, 103.6798689 1.3472073, 103.6798683 1.3472055, 103.6798653 1.3472044, 103.6798659 1.3470731, 103.6798189 1.3470729, 103.6798189 1.3470703, 103.6798127 1.3470702, 103.6798128 1.3470538, 103.6797806 1.3470537, 103.6797807 1.347031, 103.6797614 1.3470309, 103.6797614 1.3470267, 103.6797571 1.3470267, 103.6797571 1.34702, 103.6797394 1.3470199, 103.6797395 1.346994, 103.6797572 1.3469941, 103.679758 1.3468493, 103.6797622 1.3468493, 103.6797622 1.3468456, 103.6800013 1.3468466, 103.6800012 1.3468615, 103.6804417 1.3468637, 103.6804424 1.3467908, 103.6804436 1.3467908, 103.6804436 1.3467887, 103.6806412 1.3467897, 103.6806419 1.3467062, 103.6805926 1.346706, 103.6805977 1.3450283, 103.6806455 1.3450285, 103.6806457 1.3449654, 103.680845 1.344966, 103.6808448 1.3450564, 103.6811576 1.3450573, 103.6811575 1.345092, 103.6813078 1.3450926, 103.681307 1.3453563, 103.6810321 1.3453556, 103.6810321 1.3453812, 103.6811564 1.3453817, 103.6811561 1.3454642, 103.6811991 1.3454649, 103.6811964 1.3460314, 103.6811921 1.3460314, 103.6811913 1.3463277, 103.6810238 1.3463272, 103.6810237 1.3463407, 103.6810532 1.3463409, 103.681053 1.3463733, 103.6809439 1.3463727, 103.6809447 1.3462187, 103.6808119 1.3462184, 103.6808117 1.3462677, 103.6808196 1.3462678, 103.6808192 1.3463489, 103.6808446 1.3463491, 103.6808437 1.3465465, 103.6808567 1.3465466, 103.6808567 1.3465517, 103.6810639 1.3465536, 103.6810655 1.3463344, 103.6811886 1.3463353, 103.6811886 1.3463416, 103.681195 1.3463416, 103.681194 1.3465547, 103.6811962 1.3465547, 103.6811908 1.3472092, 103.6811949 1.3472092, 103.6811949 1.3472121, 103.6811981 1.3472121, 103.6811977 1.3472664, 103.6813846 1.3472673))",6PH58MWJ+J7WQ
1.35392485,103.69806552,90.8348,0.8352,"POLYGON((103.69813555337 1.35388875492042, 103.698030108198 1.35399556693295, 103.697995486994 1.35396094612176, 103.698100932163 1.35385413411166, 103.69813555337 1.35388875492042))",6PH59M3X+H68R
1.33973369,103.69106216,25.2649,0.6826,"POLYGON((103.69109419333 1.33972889674495, 103.691074805302 1.33976370333569, 103.691030125538 1.33973849311886, 103.691049513566 1.33970368652887, 103.69109419333 1.33972889674495))",6PH58MQR+VCV9
1.35056823,103.69616965,128.0823,0.7899,"POLYGON((103.696219732444 1.35062150074068, 103.696130650768 1.3506301918269, 103.696119551756 1.35051495579893, 103.696208633427 1.35050626470896, 103.696219732444 1.35062150074068))",6PH59M2W+6FFM
1.34474573,103.67561994,24.8412,0.6922,"POLYGON((103.675638971707 1.34471808136134, 103.675635965617 1.34477524779844, 103.675600909338 1.34477338047895, 103.675603915429 1.34471621404277, 103.675638971707 1.34471808136134))",6PH58MVG+V6XX
1.35304813,103.68543436,66.039,0.758,"POLYGON((103.685483589644 1.3530656503731, 103.685406165478 1.35309235777948, 103.685385137138 1.35303060755044, 103.6854625613 1.35300390014079, 103.685483589644 1.3530656503731))",6PH59M3P+657X
1.35342853,103.68677965,124.3285,0.8513,"POLYGON((103.6868522 1.3534369, 103.6867493 1.3534829, 103.6867678 1.3535248, 103.6867598 1.3535284, 103.6867092 1.3534137, 103.6868201 1.3533642, 103.6868522 1.3534369))",6PH59M3P+9PC5
1.34354737,103.67587456,25.7474,0.7137,"POLYGON((103.675888405508 1.34350732817792, 103.675886534404 1.34358801129539, 103.675860731901 1.34358740515986, 103.675862603006 1.34350672204328, 103.675888405508 1.34350732817792))",6PH58MVG+C89X
1.34739949,103.6957428,177.9445,0.8214,"POLYGON((103.695823133772 1.34744445721334, 103.695724842161 1.34745532156773, 103.695722174161 1.34743087099091, 103.695661088403 1.34743762291178, 103.695652995218 1.34736345382965, 103.69581237258 1.34734583754914, 103.695823133772 1.34744445721334))",6PH58MWW+X75X
1.34482926,103.67560495,14.1047,0.7213,"POLYGON((103.675620795719 1.34481112742004, 103.675619927011 1.34484812816718, 103.67558910507 1.34484739514848, 103.675589973778 1.34481039440182, 103.675620795719 1.34481112742004))",6PH58MVG+W6Q3
1.34982388,103.69485918,165.1551,0.8076,"POLYGON((103.694942044912 1.34982493865106, 103.694836866637 1.34990421540422, 103.69477630707 1.34982282880683, 103.694881485339 1.34974355205473, 103.694942044912 1.34982493865106))",6PH58MXV+WWHV
1.34726815,103.68702295,127.4846,0.8647,"POLYGON((103.687089607905 1.34729567238611, 103.68700667142 1.34733879276186, 103.686956289084 1.34724063327974, 103.687039225562 1.34719751290331, 103.687089607905 1.34729567238611))",6PH58MWP+WR2P
1.34973043,103.68803159,428.8406,0.8737,"POLYGON((103.688166936415 1.34976673564644, 103.687935216081 1.34983273624794, 103.687896238502 1.34969411778044, 103.688127958818 1.34962811716988, 103.688166936415 1.34976673564644))",6PH58MXQ+V6V6
1.34706101,103.69448124,1468.0181,0.9274,"POLYGON((103.6941004 1.3470448, 103.694691 1.3469794, 103.6949834 1.3469461, 103.6949837 1.3469485, 103.6949854 1.3469483, 103.6949976 1.3470621, 103.6945277 1.3471133, 103.6939761 1.3471762, 103.6939669 1.3470951, 103.6939633 1.3470624, 103.6941005 1.3470465, 103.6941004 1.3470448))",6PH58MWV+RQHF
1.34684655,103.6959178,210.9202,0.8256,"POLYGON((103.6959804 1.3468275, 103.6959486 1.3468304, 103.6959584 1.3469377, 103.69587 1.346946, 103.6958602 1.3468387, 103.695884 1.3468364, 103.6958769 1.3467593, 103.6959733 1.3467504, 103.6959804 1.3468275))",6PH58MWW+P9MV
1.35428751,103.69547713,26.0943,0.6963,"POLYGON((103.695454484645 1.35431981568149, 103.695438698342 1.35429572065479, 103.69549976087 1.3542551963015, 103.695515547173 1.35427929132835, 103.695454484645 1.35431981568149))",6PH59M3W+P59F
1.33982208,103.6909394,1135.1254,0.7952,"POLYGON((103.690948159911 1.33971087164302, 103.690962381512 1.33969285678621, 103.691057536912 1.3397689497791, 103.69104331531 1.33978696463722, 103.691180355723 1.33989655184705, 103.691070961282 1.34003512449444, 103.691009427947 1.33998591808109, 103.690997996412 1.34000039868716, 103.690699009657 1.33976130766569, 103.690808146445 1.3396230613954, 103.690788439983 1.33960730271218, 103.690800129147 1.33959249575648, 103.690948159911 1.33971087164302))",6PH58MQR+W9GR
1.34666979,103.67911715,93.8751,0.7307,"POLYGON((103.679024524465 1.34668977843756, 103.679024760301 1.3466487307991, 103.679209770792 1.34664980752323, 103.67920953496 1.34669085516478, 103.679024524465 1.34668977843756))",6PH58MWH+MJ9P
1.34192785,103.69561625,580.7453,0.8193,"POLYGON((103.6955932111 1.34205008402704, 103.695568855129 1.34203055959465, 103.695495527163 1.34212321897033, 103.695404027263 1.34204987006718, 103.695451884928 1.34198939571309, 103.695485966193 1.34201671621642, 103.695688192002 1.34176117766757, 103.695729154647 1.34179401447079, 103.695789266549 1.34171805525948, 103.695830078523 1.34175077127779, 103.6955932111 1.34205008402704))",6PH58MRW+Q6H4
1.34416616,103.68650293,50.7173,0.8056,"POLYGON((103.686513736158 1.34411353208776, 103.686532735308 1.34421095956462, 103.686492095335 1.34421871248005, 103.686473130599 1.34412146146774, 103.686513736158 1.34411353208776))",6PH58MVP+MJ6J
1.34375955,103.69566844,465.4591,0.8533,"POLYGON((103.695831811306 1.34382055899052, 103.695760122815 1.34390717951557, 103.695595213515 1.34376892927634, 103.695578634552 1.34378896147863, 103.695546844391 1.34376231048046, 103.695563423354 1.34374227827747, 103.695510825107 1.3436981830032, 103.695582513584 1.34361156249178, 103.695831811306 1.34382055899052))",6PH58MVW+G737
1.3529411,103.69844906,177.4757,0.7911,"POLYGON((103.698530468877 1.35297068450143, 103.698445966341 1.3530281630473, 103.698367645095 1.35291152712, 103.698452147623 1.35285404857356, 103.698530468877 1.35297068450143))",6PH59M3X+59GM
1.34542354,103.68878757,16.8049,0.7195,"POLYGON((103.688812057584 1.34543398743169, 103.688784947492 1.34545017481965, 103.688763082853 1.3454130821543, 103.688790192944 1.34539689476645, 103.688812057584 1.34543398743169))",6PH58MWQ+5G7R
1.3438948,103.68065743,158.1131,0.8394,"POLYGON((103.680741177853 1.34386930616546, 103.680631761708 1.34397898522082, 103.680573684586 1.34392029646638, 103.680683100728 1.3438106174146, 103.680741177853 1.34386930616546))",6PH58MVJ+H73J
1.34095267,103.68253035,555.3213,0.8409,"POLYGON((103.6826914 1.3409412, 103.6826643 1.340898, 103.6825991 1.3409403, 103.6826001 1.340942, 103.6824519 1.3410328, 103.682328 1.3411114, 103.6822834 1.3410403, 103.682664 1.3407987, 103.6827767 1.3409786, 103.6827324 1.3410067, 103.6827025 1.3409589, 103.6826794 1.3409412, 103.6826914 1.3409412))",6PH58MRM+92J5
1.35265909,103.68172499,33.2694,0.7771,"POLYGON((103.681691171741 1.35261829851307, 103.681774101068 1.35267857249329, 103.681758795564 1.35269990367067, 103.681675866236 1.35263962969182, 103.681691171741 1.35261829851307))",6PH59M3J+3M96
1.33799223,103.68364573,56.4623,0.8421,"POLYGON((103.683640507254 1.33792805668631, 103.683685416201 1.33804273122267, 103.68365093968 1.33805640799011, 103.683606030736 1.33794173345429, 103.683640507254 1.33792805668631))",6PH58MQM+5FRP
1.3456437,103.68553694,100.8051,0.7686,"POLYGON((103.6854795 1.3455295, 103.685621 1.3457398, 103.6855944 1.3457579, 103.6854529 1.3455476, 103.6854795 1.3455295))",6PH58MWP+763J
1.33930501,103.6921581,44.3758,0.8152,"POLYGON((103.692197327558 1.33928878229251, 103.692169003084 1.33934626221702, 103.692118876427 1.33932124101668, 103.6921472009 1.33926376109345, 103.692197327558 1.33928878229251))",6PH58MQR+PVF6
1.35433531,103.68454642,237.8869,0.8354,"POLYGON((103.684617888807 1.35426553018981, 103.684624606399 1.3543948705226, 103.684487422097 1.3544020877751, 103.684486135247 1.35437731077452, 103.684456491521 1.35437887032722, 103.684453952431 1.35432998268805, 103.684483596157 1.3543284231346, 103.684480704513 1.35427274744861, 103.684617888807 1.35426553018981))",6PH59M3M+PRMF
1.35242679,103.68250919,12.7785,0.676,"POLYGON((103.68253099666 1.3524330705954, 103.682503940569 1.35244899760297, 103.682487395793 1.35242052804398, 103.682514451884 1.35240460103629, 103.68253099666 1.3524330705954))",6PH59M2M+X2C3
1.34519553,103.68310387,30.4812,0.7952,"POLYGON((103.683127304888 1.34516077650865, 103.683111474785 1.34523683544292, 103.683080416349 1.3452302875019, 103.683096246453 1.34515422856901, 103.683127304888 1.34516077650865))",6PH58MWM+36HV
1.34863338,103.6947016,60.8256,0.7474,"POLYGON((103.694737686838 1.34859811247116, 103.694744742131 1.34865939836072, 103.694665513252 1.34866863743219, 103.694658457961 1.34860735154455, 103.694737686838 1.34859811247116))",6PH58MXV+FV47
1.33881033,103.690283,25.3607,0.6902,"POLYGON((103.690314021647 1.33879960809372, 103.690302997958 1.33883649478694, 103.690251991595 1.33882105378429, 103.690263015284 1.33878416709202, 103.690314021647 1.33879960809372))",6PH58MQR+G4FC
1.34768532,103.68419401,627.9784,0.8753,"POLYGON((103.684256544468 1.34738688589799, 103.684215364368 1.34798955671369, 103.684131463915 1.34798374956279, 103.684172644034 1.34738107876879, 103.684256544468 1.34738688589799))",6PH58MXM+3MGC
1.34830175,103.68615139,28.1499,0.7073,"POLYGON((103.686176924239 1.34827908143024, 103.686178930299 1.34832190676132, 103.686125871139 1.34832442440258, 103.68612386508 1.34828159907257, 103.686176924239 1.34827908143024))",6PH58MXP+8FC5
1.34491658,103.69723547,315.0727,0.9268,"POLYGON((103.697296193075 1.34505289365995, 103.69720730944 1.34506325269136, 103.697174751402 1.34478027484332, 103.697263635024 1.34476991580317, 103.697296193075 1.34505289365995))",6PH58MVW+XV9P
1.34215167,103.69627852,27.2418,0.6988,"POLYGON((103.696312055845 1.34215204097174, 103.696285854341 1.34218459867978, 103.696244979559 1.34215127748863, 103.696271181063 1.34211871978051, 103.696312055845 1.34215204097174))",6PH58MRW+VG65
1.35153911,103.69588757,81.5438,0.7484,"POLYGON((103.695855622721 1.35159696131322, 103.695823166116 1.35155248833671, 103.695919518035 1.35148125937569, 103.695951974644 1.35152573235167, 103.695855622721 1.35159696131322))",6PH59M2W+J96F
1.34184956,103.69820439,136.7414,0.7163,"POLYGON((103.698278128164 1.34184174522103, 103.698214279683 1.3419235170153, 103.698130646073 1.34185736840855, 103.698194494551 1.34177559661753, 103.698278128164 1.34184174522103))",6PH58MRX+P7PW
1.34529484,103.69352792,329.3166,0.8076,"POLYGON((103.693657665757 1.3453369333613, 103.693407049267 1.34535829554438, 103.693398167637 1.34525274792136, 103.693648784114 1.34523138572894, 103.693657665757 1.3453369333613))",6PH58MWV+4C6Q
1.34368692,103.69818725,172.4788,0.7348,"POLYGON((103.69827733684 1.3437027639671, 103.698224595367 1.34377093566744, 103.698097170901 1.34367107531285, 103.698149912369 1.34360290361585, 103.69827733684 1.3437027639671))",6PH58MVX+F7FH
1.34764751,103.69777019,84.3241,0.9006,"POLYGON((103.697804039022 1.34770919747736, 103.697752276186 1.34771563436335, 103.697736340543 1.34758582605198, 103.697788103376 1.34757938916369, 103.697804039022 1.34770919747736))",6PH58MXX+342W
1.34543929,103.67628855,28.1659,0.7395,"POLYGON((103.676326991622 1.34542496949856, 103.676326543091 1.34545477214493, 103.676250103601 1.34545360682065, 103.676250552132 1.34542380417528, 103.676326991622 1.34542496949856))",6PH58MWG+5GFC
1.34491302,103.67934728,504.848,0.7706,"POLYGON((103.679459287196 1.34482383927082, 103.679446879236 1.34501604082378, 103.679235275886 1.34500220330375, 103.67924768386 1.34481000176831, 103.679459287196 1.34482383927082))",6PH58MVH+XP9C
1.34623926,103.68152681,96.9146,0.8275,"POLYGON((103.681619702824 1.34622035403356, 103.681618657363 1.34626276864764, 103.681433919768 1.34625815611125, 103.681434965232 1.34621574150028, 103.681619702824 1.34622035403356))",6PH58MWJ+FJRH
1.34988787,103.6785777,92.7781,0.8122,"POLYGON((103.678609365161 1.34982492754581, 103.678604541167 1.349953048287, 103.678546041699 1.34995081713312, 103.678550865695 1.34982269639491, 103.678609365161 1.34982492754581))",6PH58MXH+XC4F
1.35283377,103.69877524,40.7307,0.7387,"POLYGON((103.698743442133 1.35286803277743, 103.698728680373 1.35283211589718, 103.698807019097 1.35279950183404, 103.698821780859 1.35283541871492, 103.698743442133 1.35286803277743))",6PH59M3X+4GJ9
