latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
1.3398379,103.68435726,221.7245,0.8958,"POLYGON((103.684441605411 1.3398828978133, 103.684331188592 1.33993032957771, 103.684272912984 1.33979291073377, 103.684383329793 1.33974547896689, 103.684441605411 1.3398828978133))",6PH58MQM+WPQF
1.35395694,103.68797948,280.6142,0.8366,"POLYGON((103.688081523039 1.35390580591982, 103.688074253461 1.35402068078133, 103.687877430219 1.3540080639766, 103.687884699804 1.35389318912437, 103.688081523039 1.35390580591982))",6PH59M3Q+H5Q7
1.33865963,103.69858045,46.4329,0.8172,"POLYGON((103.69861632198 1.33862910874354, 103.698586965632 1.33870644118247, 103.698544578279 1.33869014182109, 103.698573934627 1.33861280938376, 103.69861632198 1.33862910874354))",6PH58MQX+FC88
1.34471847,103.69500641,57.1054,0.6534,"POLYGON((103.69505313431 1.34469837980967, 103.695002760035 1.34476947599899, 103.694959685071 1.34473856029151, 103.695010059346 1.34466746410392, 103.69505313431 1.34469837980967))",6PH58MVW+V2JJ
1.34719076,103.69580559,17.5598,0.6852,"POLYGON((103.69582413918 1.34717138249921, 103.695821649899 1.34721227017295, 103.695787036099 1.34721013554747, 103.69578952538 1.34716924787428, 103.69582413918 1.34717138249921))",6PH58MWW+V8FQ
1.35080972,103.68208614,447.3167,0.8957,"POLYGON((103.68220261398 1.35074202648911, 103.682101267247 1.35083497270597, 103.682190835401 1.35093390116653, 103.68213828829 1.35098209269805, 103.68202348457 1.35085529142486, 103.682010983263 1.35086675651112, 103.681951387764 1.35080093298623, 103.682001363794 1.35075509941864, 103.681981850094 1.35073354644087, 103.682007868954 1.35070968425591, 103.682027382654 1.35073123723348, 103.68204852024 1.35071185171896, 103.682064600235 1.35072961215197, 103.682133862896 1.35066609059033, 103.68220261398 1.35074202648911))",6PH59M2J+8RG9
1.34454929,103.68517727,20.925,0.7857,"POLYGON((103.685204777512 1.34456329170435, 103.685152160215 1.34456730389416, 103.68514975219 1.34453531495701, 103.685202369487 1.34453130276627, 103.685204777512 1.34456329170435))",6PH58MVP+R37W
1.3386809,103.68823587,30.1752,0.6601,"POLYGON((103.688228811166 1.3387190408372, 103.688200862087 1.33869712856024, 103.688242934206 1.33864276995174, 103.688270883286 1.33866468222785, 103.688228811166 1.3387190408372))",6PH58MQQ+F7H8
1.34053653,103.68429212,86.3946,0.7487,"POLYGON((103.684288126316 1.34046016285148, 103.684340950961 1.34059512726249, 103.684296121212 1.34061290092238, 103.684243296571 1.34047793651247, 103.684288126316 1.34046016285148))",6PH58MRM+6P7F
1.34713903,103.68733441,143.6738,0.8772,"POLYGON((103.687407151162 1.34711672706006, 103.687360475822 1.34721093301947, 103.687261665349 1.34716134200024, 103.687308340687 1.34706713604791, 103.687407151162 1.34711672706006))",6PH58MWP+VW4G
1.34285853,103.69396165,92.4148,0.8163,"POLYGON((103.694015534524 1.34287957712173, 103.693976576309 1.34284910848485, 103.693912063004 1.34293266642372, 103.693883509668 1.34291033528501, 103.693974048384 1.34279306910928, 103.694041559935 1.34284586888134, 103.694015534524 1.34287957712173))",6PH58MVV+4HW9
1.34106996,103.68327392,19.2971,0.7211,"POLYGON((103.683270440124 1.34110671717735, 103.683250028745 1.34109799312317, 103.683277369582 1.34103319552726, 103.683297780961 1.34104191958054, 103.683270440124 1.34110671717735))",6PH58MRM+C8CQ
1.35190991,103.69852949,28.6388,0.7468,"POLYGON((103.698554552512 1.35188648708577, 103.698556848832 1.35193056727162, 103.698504432321 1.35193333323253, 103.698502136002 1.35188925304754, 103.698554552512 1.35188648708577))",6PH59M2X+QC69
1.35564887,103.69391955,54.3835,0.847,"POLYGON((103.693942038221 1.35560363174892, 103.69394715561 1.355691129481, 103.693897046333 1.35569409811967, 103.693891928946 1.35560660038926, 103.693942038221 1.35560363174892))",6PH59M4V+7H3V
1.35110106,103.68929849,100.1337,0.8021,"POLYGON((103.6893342 1.3510362, 103.6893405 1.3511308, 103.6893182 1.3511323, 103.6893199 1.3511573, 103.6892624 1.3511612, 103.6892558 1.3510623, 103.6893002 1.3510593, 103.6892988 1.3510386, 103.6893342 1.3510362))",6PH59M2Q+CPV4
1.35453067,103.68428193,59.8929,0.7598,"POLYGON((103.6843135 1.3544849, 103.6843108 1.3545692, 103.6842416 1.354567, 103.6842431 1.3545221, 103.6842683 1.3545229, 103.6842695 1.3544834, 103.6843135 1.3544849))",6PH59M3M+RP76
1.34697035,103.69549365,274.091,0.8477,"POLYGON((103.695597 1.3470178, 103.6953995 1.3470344, 103.6953903 1.3469229, 103.6955878 1.3469063, 103.695597 1.3470178))",6PH58MWW+Q5QX
1.35010341,103.69670244,506.4263,0.8305,"POLYGON((103.696882512927 1.35011895999064, 103.69677309206 1.3501300663035, 103.696776859254 1.35016766199641, 103.696548884103 1.35019080165072, 103.696539141972 1.35009357740105, 103.696526743312 1.35009483587415, 103.69652386144 1.35006607545353, 103.696764235235 1.35004167731505, 103.696762579645 1.35002515492708, 103.696872000507 1.35001404861006, 103.696882512927 1.35011895999064))",6PH59M2W+2MW3
1.34630815,103.6938747,65.4734,0.8405,"POLYGON((103.69389863334 1.3462588630688, 103.693906965536 1.34635236252198, 103.693850767005 1.34635743554022, 103.693842434812 1.34626393608883, 103.69389863334 1.3462588630688))",6PH58MWV+GGH9
1.34558815,103.68127927,31.6428,0.8236,"POLYGON((103.681306023596 1.34556424292366, 103.6813058443 1.34561224663729, 103.681252517878 1.34561204487846, 103.681252697175 1.34556404116587, 103.681306023596 1.34556424292366))",6PH58MWJ+6GJH
1.33892606,103.69062034,70.7476,0.7838,"POLYGON((103.690675540179 1.33892767841153, 103.690638780869 1.33897845095202, 103.690565149458 1.33892445074326, 103.690601908766 1.3388736782044, 103.690675540179 1.33892767841153))",6PH58MQR+H6H5
1.34478959,103.67560765,17.0634,0.7984,"POLYGON((103.675625273428 1.34476949284872, 103.675622507132 1.34481181728168, 103.675590032269 1.34480966724099, 103.675592798566 1.34476734280862, 103.675625273428 1.34476949284872))",6PH58MVG+W69F
1.34546035,103.68331905,42.3169,0.6929,"POLYGON((103.683361846429 1.34544704580602, 103.683352945724 1.34548981103649, 103.683276258903 1.34547364342454, 103.683285159609 1.3454308781955, 103.683361846429 1.34544704580602))",6PH58MWM+58PC
1.35528505,103.69243186,621.137,0.6755,"POLYGON((103.692558950343 1.35520319991146, 103.692550462962 1.35529543612383, 103.692591026076 1.35529921699185, 103.692583018482 1.35538623910889, 103.692284208124 1.35535838711395, 103.692300703115 1.35517912880652, 103.692558950343 1.35520319991146))",6PH59M4R+4X7H
1.35056472,103.68628505,78.3415,0.8091,"POLYGON((103.68638192694 1.35059717245939, 103.686367667791 1.35062510568926, 103.686188158269 1.35053228396966, 103.686202417418 1.35050435074191, 103.68638192694 1.35059717245939))",6PH59M2P+6GFC
1.34466297,103.69289171,104.823,0.8853,"POLYGON((103.692930599799 1.34465686431158, 103.692953660677 1.34465837708743, 103.692950841631 1.34470190773872, 103.692927780753 1.34470039496235, 103.692927483474 1.34470498542973, 103.692837363495 1.34469907362412, 103.692842710187 1.34461651206237, 103.692932830163 1.34462242386432, 103.692930599799 1.34465686431158))",6PH58MVV+V56G
1.35109275,103.68901212,141.6969,0.7843,"POLYGON((103.689089701345 1.35109620662574, 103.689002272387 1.35116723270302, 103.688936025093 1.3510846298417, 103.68901440199 1.35102095753084, 103.68903928667 1.35105198590131, 103.689048338725 1.35104463213611, 103.689089701345 1.35109620662574))",6PH59M2Q+CJJM
1.34400395,103.68533248,33.0844,0.6841,"POLYGON((103.68535889824 1.34397854158891, 103.685355124654 1.34403281441239, 103.685306048836 1.34402935795199, 103.685309822423 1.34397508512965, 103.68535889824 1.34397854158891))",6PH58MVP+J444
1.34997035,103.6819214,575.3429,0.9312,"POLYGON((103.682069716328 1.34993647091002, 103.681958715454 1.35011874631822, 103.681773089308 1.35000424054527, 103.681884090174 1.34982196515389, 103.682069716328 1.34993647091002))",6PH58MXJ+XQMV
1.347213,103.6834744,26.8716,0.7874,"POLYGON((103.683497397267 1.3471893494929, 103.683496881595 1.3472371450242, 103.683451403411 1.34723664799626, 103.683451919084 1.34718885246584, 103.683497397267 1.3471893494929))",6PH58MWM+V9QC
1.33855258,103.69750185,38.1531,0.7463,"POLYGON((103.697524754539 1.33851454434069, 103.697517355617 1.338594224759, 103.69747895411 1.33859061266351, 103.697486353033 1.33851093224689, 103.697524754539 1.33851454434069))",6PH58MQX+C2C2
1.35412945,103.68707312,81.6046,0.6644,"POLYGON((103.687128293238 1.35414798650917, 103.687068809669 1.35418783309179, 103.687017945968 1.35411091964315, 103.687077429533 1.35407107306054, 103.687128293238 1.35414798650917))",6PH59M3P+MR43
1.33791385,103.69063229,315.3947,0.806,"POLYGON((103.690743912253 1.33786890072892, 103.690617832375 1.3380339680176, 103.690520674255 1.33795879567011, 103.690646754126 1.33779372838908, 103.690743912253 1.33786890072892))",6PH58MQR+576C
1.34448305,103.68635117,404.0315,0.7936,"POLYGON((103.6861516 1.3445345, 103.6861531 1.3445514, 103.6861113 1.3445551, 103.6861047 1.344478, 103.686178 1.3444717, 103.6861759 1.3444469, 103.686195 1.3444453, 103.6861971 1.34447, 103.6864539 1.3444477, 103.6864517 1.3444222, 103.6865717 1.3444117, 103.686579 1.3444974, 103.6861516 1.3445345))",6PH58MVP+QGX6
1.35222053,103.69791272,255.9704,0.7495,"POLYGON((103.6978129 1.3522739, 103.697815 1.3521663, 103.6980142 1.3521703, 103.6980121 1.3522778, 103.6979545 1.3522767, 103.6979549 1.3522564, 103.6979191 1.3522557, 103.6979187 1.352276, 103.6978129 1.3522739))",6PH59M2X+V5MR
1.34183903,103.69836852,173.5085,0.6925,"POLYGON((103.698353358185 1.34175081973767, 103.698336126308 1.3417728888904, 103.698376451881 1.3418047837233, 103.698400802684 1.34177359724486, 103.698457055976 1.34181808983435, 103.698377324675 1.34192020303475, 103.698279957067 1.34184319176186, 103.698352569441 1.34175019589366, 103.698353358185 1.34175081973767))",6PH58MRX+P8QH
1.35072779,103.69686657,44.7126,0.7541,"POLYGON((103.696900527105 1.35075345244364, 103.696838356984 1.35075972871328, 103.696832616084 1.35070212509658, 103.696894786203 1.35069584882563, 103.696900527105 1.35075345244364))",6PH59M2W+7PX4
1.35455605,103.6872933,59.879,0.807,"POLYGON((103.687346882477 1.35457881341919, 103.687314870432 1.35461041747612, 103.687239707053 1.35453329781949, 103.687271719096 1.35450169376362, 103.687346882477 1.35457881341919))",6PH59M3P+RWF7
1.35339281,103.69783595,400.9319,0.9291,"POLYGON((103.697973799644 1.35344581863777, 103.697889709187 1.35353113142796, 103.697698091511 1.35333981301219, 103.697782181955 1.35325450022894, 103.697973799644 1.35344581863777))",6PH59M3X+944Q
1.34373783,103.6766603,453.8509,0.9264,"POLYGON((103.676822598313 1.34368042891042, 103.676823252972 1.34379331457647, 103.676498010119 1.34379522517395, 103.676497355476 1.34368233952457, 103.676822598313 1.34368042891042))",6PH58MVG+FMVC
1.34070218,103.69769763,87.5434,0.8221,"POLYGON((103.69775934549 1.3407101607372, 103.69771617872 1.34076196395978, 103.697635917177 1.34069421642239, 103.697679083945 1.34064241320208, 103.69775934549 1.3407101607372))",6PH58MRX+73P3
1.34198538,103.69756477,1606.2689,0.8421,"POLYGON((103.6978269 1.3418925, 103.6978198 1.3419016, 103.6978374 1.3419155, 103.6978102 1.3419505, 103.6977913 1.3419355, 103.6977073 1.3420434, 103.6977263 1.3420584, 103.6977055 1.3420851, 103.6976758 1.3420617, 103.6975339 1.342244, 103.6973132 1.3420701, 103.6974296 1.3419204, 103.697402 1.3418987, 103.6974736 1.3418066, 103.6975013 1.3418284, 103.6975491 1.3417669, 103.697604 1.3418102, 103.6976166 1.341794, 103.697655 1.3418242, 103.6976874 1.3417826, 103.6978269 1.3418925))",6PH58MRX+Q2WC
1.34725742,103.6859564,70.1703,0.7319,"POLYGON((103.686070351013 1.34726405233121, 103.685843728251 1.34727578313622, 103.685842451564 1.34725079974219, 103.686069074323 1.34723906893525, 103.686070351013 1.34726405233121))",6PH58MWP+W948
1.35199317,103.68203522,141.2173,0.7326,"POLYGON((103.682017478943 1.35196986597431, 103.682042566914 1.35193697976135, 103.682142906251 1.35201451730902, 103.682117818277 1.35204740352319, 103.682054895434 1.3519987796911, 103.682016573512 1.35204901343403, 103.681939182329 1.35198920913991, 103.68197750425 1.3519389753984, 103.682017478943 1.35196986597431))",6PH59M2J+QRVJ
1.35069328,103.69678107,50.997,0.7512,"POLYGON((103.696807782209 1.35065644228861, 103.696815906481 1.35072243267009, 103.696754332677 1.3507301113991, 103.696746208406 1.35066412101904, 103.696807782209 1.35065644228861))",6PH59M2W+7PCQ
1.35352989,103.69869936,810.6969,0.9084,"POLYGON((103.69895861317 1.35342382548231, 103.698507447321 1.35373488595209, 103.698440104912 1.35363594667432, 103.698891270731 1.35332488621304, 103.69895861317 1.35342382548231))",6PH59M3X+CF83
1.35435418,103.69796227,76.1089,0.8347,"POLYGON((103.69802147328 1.35433383498545, 103.697941147123 1.35441344764286, 103.697903070946 1.35437453268993, 103.697983397101 1.3542949200344, 103.69802147328 1.35433383498545))",6PH59M3X+P5W5
1.35223603,103.69775565,5.8272,0.7639,"POLYGON((103.697778658264 1.35223147680794, 103.697778386216 1.35224177767213, 103.697732652973 1.35224055420277, 103.697732925021 1.35223025333877, 103.697778658264 1.35223147680794))",6PH59M2X+V4RC
1.34317702,103.68246821,104.5158,0.7428,"POLYGON((103.68251313581 1.34314347498819, 103.682511566151 1.34318009087435, 103.682555367604 1.34318199290066, 103.682554133486 1.3432107815016, 103.682400574658 1.34320411338394, 103.682403378438 1.34313870889979, 103.68251313581 1.34314347498819))",6PH58MVJ+7XG5
1.34450693,103.69872584,875.6152,0.941,"POLYGON((103.699035188715 1.34444937019782, 103.69903530764 1.34456384317358, 103.698416496393 1.34456449428861, 103.698416377497 1.34445002134108, 103.699035188715 1.34444937019782))",6PH58MVX+RF56
1.34491046,103.69167267,524.0709,0.9271,"POLYGON((103.6918087446 1.34477645212758, 103.6916393154 1.34509910370946, 103.691536602323 1.34504446857668, 103.691706031518 1.34472181701367, 103.6918087446 1.34477645212758))",6PH58MVR+XM7G
1.34213629,103.68710662,42.0261,0.8285,"POLYGON((103.687149716362 1.34214071836344, 103.687121430208 1.34217726443017, 103.687063532809 1.34213187183326, 103.687091818964 1.34209532576775, 103.687149716362 1.34214071836344))",6PH58MRP+VR5F
1.34272722,103.68798309,288.2018,0.9178,"POLYGON((103.688045116176 1.3428432609112, 103.687950899396 1.34285494186764, 103.68792106388 1.34261117437421, 103.688015280649 1.3425994934098, 103.688045116176 1.3428432609112))",6PH58MVQ+35X3
1.33881981,103.69229872,189.7897,0.8231,"POLYGON((103.692419082626 1.33884754436718, 103.69238914905 1.33890442939789, 103.692178360845 1.33879207221904, 103.692208294423 1.33873518718788, 103.692419082626 1.33884754436718))",6PH58MQR+GWFP
1.35147259,103.69784125,101.8509,0.7811,"POLYGON((103.697893 1.3515077, 103.6978232 1.3515106, 103.6978239 1.3515293, 103.6977975 1.3515304, 103.6977935 1.3514313, 103.6978897 1.3514274, 103.697893 1.3515077))",6PH59M2X+H4PX
1.34717363,103.69645444,213.1694,0.8275,"POLYGON((103.696482916306 1.34706646822098, 103.696495505524 1.3472162358373, 103.696517371201 1.34721437403117, 103.696521479064 1.34726324323996, 103.696418791007 1.34727198686112, 103.696402093934 1.34707335004189, 103.696482916306 1.34706646822098))",6PH58MWW+VH8W
1.34702008,103.69662245,258.372,0.9225,"POLYGON((103.696685837039 1.34711076059056, 103.696578170445 1.34712160616431, 103.696559055854 1.34692939246495, 103.696666722436 1.34691854688414, 103.696685837039 1.34711076059056))",6PH58MWW+RJ5X
1.34290159,103.67922212,867.9919,0.8038,"POLYGON((103.679199997407 1.34278187576071, 103.679201802723 1.3427601470055, 103.679362453745 1.34277366755218, 103.679339266164 1.3430527528688, 103.679210622409 1.34304192607028, 103.679212252867 1.34302230192929, 103.67907287431 1.34301057167344, 103.679092626141 1.34277283928412, 103.679199997407 1.34278187576071))",6PH58MVH+5M92
1.34060562,103.68087586,60.8798,0.7577,"POLYGON((103.680901440876 1.34056135404133, 103.680909069465 1.34064441833438, 103.680850278315 1.34064988767395, 103.680842649728 1.34056682338268, 103.680901440876 1.34056135404133))",6PH58MRJ+69R6
1.3443968,103.68729915,301.7876,0.8847,"POLYGON((103.687449411111 1.34444805155443, 103.68740628005 1.34451457923086, 103.687148885063 1.34434554301331, 103.687192016118 1.34427901534527, 103.687449411111 1.34444805155443))",6PH58MVP+QW3W
1.35427195,103.68722958,110.2671,0.8747,"POLYGON((103.687223305522 1.35420741914654, 103.687234924749 1.35423174371911, 103.687253415311 1.35422279686234, 103.687291844609 1.35430324767506, 103.687218395293 1.35433878690774, 103.687168346773 1.35423401152365, 103.687223305522 1.35420741914654))",6PH59M3P+PV5V
1.3465141,103.68641953,47.2804,0.7659,"POLYGON((103.686391753377 1.34645050157977, 103.686470194736 1.34656128241962, 103.686447296523 1.34657770620048, 103.686368855166 1.34646692536027, 103.686391753377 1.34645050157977))",6PH58MWP+JH3F
1.33987815,103.68366641,414.4334,0.9088,"POLYGON((103.683800046797 1.33990192350933, 103.683588056291 1.33998966283456, 103.683532782949 1.33985438352236, 103.683744773436 1.33976664419108, 103.683800046797 1.33990192350933))",6PH58MQM+XF33
1.35304444,103.68921983,104.6956,0.8711,"POLYGON((103.689286775146 1.35305896478526, 103.68923646431 1.35311130334428, 103.68915287421 1.3530299110331, 103.689203185042 1.35297757247595, 103.689286775146 1.35305896478526))",6PH59M3Q+6M9J
1.34981314,103.67897996,1481.3149,0.9374,"POLYGON((103.679133039567 1.3496163134858, 103.679128683591 1.35001332876749, 103.678826871595 1.35000997440302, 103.678831227619 1.34961295917067, 103.679133039567 1.3496163134858))",6PH58MXH+WHHF
1.34578252,103.67878735,124.3767,0.7471,"POLYGON((103.678760532096 1.34576213730957, 103.678761207423 1.34573794065803, 103.678866875497 1.34574092805845, 103.678866200171 1.34576512471394, 103.678838137465 1.3457643313371, 103.678836309654 1.3458298209321, 103.678758704283 1.3458276269028, 103.678759106657 1.34581321005925, 103.678711821532 1.34581187323126, 103.67871324697 1.34576080048248, 103.678760532096 1.34576213730957))",6PH58MWH+8G76
1.34367275,103.68973833,875.2183,0.781,"POLYGON((103.689987328108 1.3437300637743, 103.68990396726 1.34366199297804, 103.689872128213 1.34370148901001, 103.689853247074 1.34368607104938, 103.689837274601 1.34370588474781, 103.689767896424 1.34364923191397, 103.689659893361 1.34378320865425, 103.689634800508 1.34376271832735, 103.689541936446 1.3438779152604, 103.689466551512 1.34381635740997, 103.689683391099 1.34354737004935, 103.68975175785 1.34360319697549, 103.68983279112 1.34350267597815, 103.690036522337 1.34366903879864, 103.689987328108 1.3437300637743))",6PH58MVQ+FV9W
1.3439385,103.69333868,14.1698,0.6585,"POLYGON((103.693356492615 1.34392082401071, 103.693362044282 1.343947494979, 103.693320870648 1.34395617650004, 103.693315318982 1.34392950553212, 103.693356492615 1.34392082401071))",6PH58MVV+H8GH
1.34803945,103.68561294,45.7599,0.7409,"POLYGON((103.685648117671 1.34801205800668, 103.685651190588 1.34806229171032, 103.685577773766 1.34806684097789, 103.685574700852 1.34801660727572, 103.685648117671 1.34801205800668))",6PH58MXP+669G
1.34262705,103.69819628,2112.7964,0.7512,"POLYGON((103.698076 1.3423685, 103.6980461 1.3424055, 103.6980658 1.3424216, 103.6980957 1.3423846, 103.6982098 1.3424778, 103.6982349 1.3424467, 103.6982456 1.3424555, 103.6981707 1.3425483, 103.6983523 1.3426968, 103.698386 1.3426551, 103.698316 1.3425979, 103.6983322 1.3425779, 103.6983071 1.3425574, 103.6983562 1.3424967, 103.6985702 1.3426716, 103.6985211 1.3427324, 103.6984869 1.3427044, 103.6984018 1.3428099, 103.6984048 1.3428123, 103.6983664 1.3428599, 103.6983976 1.3428855, 103.6983541 1.3429394, 103.6982351 1.3428421, 103.6982318 1.3428461, 103.698073 1.3427163, 103.6980781 1.34271, 103.6980553 1.3426913, 103.6980492 1.3426989, 103.6978492 1.3425354, 103.6980205 1.3423231, 103.698076 1.3423685))",6PH58MVX+3743
1.35128722,103.68438954,13.1754,0.7412,"POLYGON((103.684411579574 1.35128043508742, 103.684394552663 1.3513098585061, 103.684367502516 1.35129400220884, 103.684384529426 1.35126457879056, 103.684411579574 1.35128043508742))",6PH59M2M+GQ6F
1.35421395,103.68746467,68.36,0.6523,"POLYGON((103.687485866542 1.35427181825329, 103.687437047487 1.35426900096509, 103.687443480148 1.35415608973226, 103.687492299201 1.35415890701811, 103.687485866542 1.35427181825329))",6PH59M3P+MXPH
1.35372983,103.68336351,94.4045,0.7486,"POLYGON((103.683453536461 1.35376628439772, 103.683431311156 1.35379970258248, 103.683273485146 1.35369337841649, 103.68329571045 1.35365996023534, 103.683453536461 1.35376628439772))",6PH59M3M+F8X4
1.34094032,103.69127989,991.1968,0.7476,"POLYGON((103.691246133845 1.34073949087581, 103.691242387528 1.34077145047736, 103.691312014888 1.34077971801634, 103.69130890235 1.34080627089513, 103.691385541558 1.34081537101951, 103.691380468572 1.34085864837045, 103.691329378907 1.340852581994, 103.691322011494 1.34091543291276, 103.691486734295 1.34093499206536, 103.691470949113 1.341069654477, 103.691326332667 1.34105248274148, 103.691323243006 1.34107884042771, 103.691252190266 1.34107040363139, 103.69124990237 1.34108992151099, 103.691108660204 1.34107315042288, 103.691119853957 1.34097765733002, 103.691185203361 1.34098541691369, 103.691193363763 1.34091580107872, 103.691152852743 1.34091099080423, 103.691154661341 1.34089556177836, 103.69112982296 1.34089261247143, 103.691137190374 1.34082976155769, 103.691162028756 1.34083271086412, 103.691173960606 1.34073092103871, 103.691246133845 1.34073949087581))",6PH58MRR+9GCQ
1.35208278,103.68152745,99.2497,0.8387,"POLYGON((103.681591445769 1.35207643578934, 103.68151663941 1.35214658192625, 103.68146344945 1.35208912352426, 103.681538255805 1.35201897738878, 103.681591445769 1.35207643578934))",6PH59M2J+RJJ9
1.34802712,103.69878123,400.8971,0.9211,"POLYGON((103.698932400995 1.34806738666021, 103.698641159177 1.34809708611233, 103.698630062413 1.34798685798894, 103.698921304215 1.34795715852576, 103.698932400995 1.34806738666021))",6PH58MXX+6G65
1.34419352,103.67593577,48.9821,0.7326,"POLYGON((103.675960890262 1.34415383490395, 103.675960345369 1.34423354925167, 103.675910637064 1.34423320506307, 103.675911181958 1.34415349071692, 103.675960890262 1.34415383490395))",6PH58MVG+M9FQ
1.33864775,103.69040764,41.8071,0.6834,"POLYGON((103.690448106128 1.33864114980942, 103.69041534067 1.33868827351392, 103.690367162123 1.33865434034021, 103.69039992758 1.33860721663712, 103.690448106128 1.33864114980942))",6PH58MQR+F53R
1.34579583,103.68709991,579.332,0.9277,"POLYGON((103.687302296083 1.34557332886325, 103.686961727049 1.34606352874618, 103.686897513641 1.34601833803608, 103.687238082679 1.34552813817988, 103.687302296083 1.34557332886325))",6PH58MWP+8R9R
1.34431394,103.68295536,150.0994,0.8388,"POLYGON((103.683047219751 1.34433482460415, 103.683008584035 1.34439213920234, 103.6828634997 1.34429307057231, 103.682902135415 1.34423575597831, 103.683047219751 1.34433482460415))",6PH58MVM+P5GG
1.34078861,103.68298001,12.2288,0.6891,"POLYGON((103.683000585758 1.3407798141093, 103.682992369502 1.3408073675965, 103.682959431308 1.3407974183463, 103.682967647564 1.34076986485955, 103.683000585758 1.3407798141093))",6PH58MRM+859F
1.34077061,103.68173686,58.7886,0.8729,"POLYGON((103.681780713804 1.34074759236236, 103.681770303563 1.34080727514672, 103.681692998312 1.34079361630279, 103.681703408554 1.34073393352058, 103.681780713804 1.34074759236236))",6PH58MRJ+8M5W
1.35005326,103.67812758,339.2884,0.7547,"POLYGON((103.678135528899 1.34990196539389, 103.678133440678 1.34996291913863, 103.678190148242 1.34996488705605, 103.678182790854 1.35017964392868, 103.678070816846 1.3501757580923, 103.678080262466 1.34990004748884, 103.678135528899 1.34990196539389))",6PH59M2H+27C2
1.34659689,103.68797799,117.0664,0.7464,"POLYGON((103.687994941197 1.34669408677705, 103.687945511949 1.3466900003117, 103.687961044725 1.34649968375543, 103.688010473972 1.34650377021721, 103.687994941197 1.34669408677705))",6PH58MWQ+J5QV
1.34099454,103.68310348,21.3673,0.7488,"POLYGON((103.683130999556 1.34098425898515, 103.683115880091 1.34102131703689, 103.683075964422 1.34100482059085, 103.683091083888 1.34096776253985, 103.683130999556 1.34098425898515))",6PH58MRM+96XM
1.34675275,103.67987641,79.7294,0.6865,"POLYGON((103.679902537119 1.34669069878347, 103.679902197196 1.3468149482586, 103.679850285039 1.34681480439466, 103.679850624966 1.34669055492226, 103.679902537119 1.34669069878347))",6PH58MWH+PX22
1.35038291,103.69721808,102.2985,0.8261,"POLYGON((103.697306575375 1.35036928818369, 103.697300984855 1.35041690852426, 103.697129587228 1.35039652616597, 103.697135177751 1.35034890582873, 103.697306575375 1.35036928818369))",6PH59M2W+5V49
1.34373861,103.69036133,31.5871,0.6719,"POLYGON((103.690363768956 1.34369613683659, 103.690389601011 1.34377023864198, 103.690358895884 1.34378108123554, 103.690333063829 1.34370697943056, 103.690363768956 1.34369613683659))",6PH58MVR+F4XG
1.33825886,103.68530973,699.8872,0.8711,"POLYGON((103.685148072312 1.33839680727466, 103.685111135344 1.33830323351396, 103.685136742567 1.3382929943677, 103.685117001015 1.33824298238117, 103.685342082963 1.33815298247678, 103.685361824523 1.33820299446579, 103.685513441867 1.33814236965556, 103.68555037886 1.33823594342192, 103.685148072312 1.33839680727466))",6PH58MQP+8439
1.34964547,103.68944905,82.0913,0.7143,"POLYGON((103.689500046948 1.34967223963064, 103.689418593433 1.34969458373563, 103.68939804026 1.34961868828522, 103.68947949377 1.34959634417851, 103.689500046948 1.34967223963064))",6PH58MXQ+VQ4V
1.34174657,103.69130214,1083.7596,0.9527,"POLYGON((103.691509626676 1.34172390942596, 103.691324799205 1.3419553801594, 103.691094658412 1.34176923278231, 103.69127948586 1.34153776207658, 103.691509626676 1.34172390942596))",6PH58MRR+MGVW
1.3513892,103.68602966,30.3608,0.6524,"POLYGON((103.686061168955 1.35137199906565, 103.686055776073 1.35141391235434, 103.6859981408 1.35140640050331, 103.686003533682 1.35136448721681, 103.686061168955 1.35137199906565))",6PH59M2P+HC2H
1.33889275,103.68828636,1222.5878,0.9225,"POLYGON((103.6882924 1.3390293, 103.6882959 1.3390247, 103.6880581 1.338844, 103.6880607 1.3388406, 103.6880586 1.338839, 103.6881851 1.3386748, 103.6882525 1.338726, 103.6882679 1.3387059, 103.6885024 1.3388857, 103.6883916 1.3390333, 103.6884191 1.3390541, 103.6883413 1.3391577, 103.6882693 1.3391029, 103.6882619 1.3391029, 103.6882619 1.3390973, 103.6882489 1.3390874, 103.688262 1.3390698, 103.688262 1.3390655, 103.6882652 1.3390655, 103.6882802 1.3390456, 103.6882802 1.3390293, 103.6882924 1.3390293))",6PH58MQQ+H83J
1.34186721,103.69878671,21.3736,0.7279,"POLYGON((103.698815605919 1.34185938039768, 103.698785977148 1.34189732646717, 103.69875780664 1.34187504548615, 103.698787435411 1.34183709941707, 103.698815605919 1.34185938039768))",6PH58MRX+PGVJ
1.35314167,103.68448428,2169.0067,0.9297,"POLYGON((103.684781743677 1.35321551520988, 103.684526454804 1.35344709416518, 103.684186818483 1.35306783535062, 103.684442107273 1.3528362564287, 103.684781743677 1.35321551520988))",6PH59M3M+7Q5M
1.35363002,103.68559003,71.73,0.7642,"POLYGON((103.685634540032 1.35357177331822, 103.685583901994 1.35370323803467, 103.685545528153 1.35368826563105, 103.685596166191 1.3535568009171, 103.685634540032 1.35357177331822))",6PH59M3P+F649
